comentario;sentimento
not bad;0
light weight not long time lasting;0
3 to 5 hrs hot after 5hrs just normal hot;0
heating time very less;0
just ok;0
ok;0
ok product;0
size is biz then damge;0
average;0
ok;0
according to product price is lill high because in the market we can also purchase at the same cost;0
not as expected;0
when we put hot tea in it after 15 we open it again the tea will be in a black cover;0
milk spoiled;0
the water or any liquid is leaking from the cap that is the main backdrop otherwise it is great producttemprature is stabled for 12 hours;0
it was okay;0
average;0
big size but use full;0
ok but need to improve quality min life atleast 2 to 3 year;0
okok;0
price is not bad;0
not bad;0
almost average;0
24 hrs maintaining temperature not more;0
its kind of ok;0
good but durability is bot good;0
this flask keeps the water hot for 12 14 hours very good but now after 2 months of use it is not working well ;0
too small ;0
size is 2small;0
its small size;0
good but dener set are very small;0
quality good but small size;0
not bad but the plates are too small;0
nice but bowls are small;0
good product but material is very thin;0
small in size not dinner plate;0
good product but the plates are not enough large to serve rice;0
lit small in size;0
ok but if one big bowl one spoon available then much better;0
bowl size is very small;0
product at this price is decent but i feel somewhere that it is not a genuine product;0
full plate size is small but product quality is goodsize is the only concern;0
its very small;0
i was expecting bigger dinner plates size is quite small;0
short size bed;0
small size dinner set very thin product not up to the mark;0
ok for daily use;0
sizes of all item are smaller than expected;0
disc sizes are bit smallgood for roti serving;0
its okay;0
small size plates;0
average;0
its looking very nice but acullay plate size is too small i expected more than big;0
looks good but size is smaller than it appears;0
plates are so small in size;0
good productbut small in size;0
good bt bowls are too short;0
ok;0
dinner plates is very smallquality ok;0
quality cook oj;0
size is small;0
average material plate size is small than expected;0
average;0
all good but size is too much small;0
quality is average;0
little bit smaller in size as i was expecting too be sticker quality was not as fine as i thought but nice product in this range of 1000;0
plates are small;0
good product but very light weight breakfast plates are too small quality is not as expected but good for people looking for light weight and new designed products;0
nt dat gud qulity;0
very light weight according to price not up to the markok ok;0
very small size products;0
so so;0
pordoct ok but chatini katori verry small size;0
small items its avarage;0
not as expected;0
good but small sige;0
average product;0
ok ok;0
some pcs are damaged;0
average quali;0
plet is very small;0
not bad;0
very small;0
plate is quite small in size;0
okay;0
not bad bt oky oky;0
very light otherwise ok;0
ok ok product some products is very hard and some products quality i slow;0
steel quality is not up to the mark but okay okay product;0
average value of money;0
mixed steel but not real steel;0
less weight compared to coconut dinner set;0
did not meet my expectations it is just ok;0
not upto the markwas expecting something good but the utensils are very thin;0
medium size;0
not bad;0
i didnt get floral design on it and the quality is average;0
most beautiful but it absorbed termaric after use it like yellownes;0
ok;0
i was expecting a better quality;0
product quality is just ok compared to price;0
good material but very small;0
averagethis is not a big deal very small size but happy;0
just okay;0
good but not very good can get better at this price;0
awesome sound but charging the device take only 1hour 45 minutes via laptop usb 31 typea dont know whether it is 3000mah or notcause it will drain the battery within 3 hours in full volume actually my flip4 last upto 4 hours both have 16 watt only bluetooth connectivity different with some added features in flip4 and the bass is nicer and louder in flip 4 also price will 2k extraactually the low frequency mode or turn the dsp off by pressing the volime and volume button simoutaneousl;0
evening is okay;0
battery backup is only 3 hour and sound is okay;0
as and when we increase the volume at full level that time speaker gives zero base like normal local speakers;0
local speaker;0
avareg sound;0
avarage;0
not a bade product;0
sound is loud but voice quality is not upto the mark;0
hi with some other alternative option other than this;0
average;0
not bad;0
normal;0
bass not perfect only sound is loud;0
good but sound is very lowand bad service from flipkart;0
20wats speaker only;0
product is goodbut after use of few daysbass is cracking;0
product is good but sound effect is not completeoverbass and low voice ;0
overall it just a average oneim facing blootooth connectivity issues it got disconnected automatically;0
sounds are clear but bass not enough;0
average;0
laft side speaker issue;0
looks awesome and sound quality is also superbut cost is little high;0
all its good but installation boy r not a professional installer;0
not bad;0
sound and battery back up is good but bluetooth connectivity is not good in my piece so some song sound up and down in bass and rythembass is not so strong but instrument rhythm can hear clearly this is the plus point of this bluetooth speaker;0
battery full charge 2 hours backup only 3 se 4 hours;0
battery back up is too poorbut other features are not too much bad;0
product looks good sound is also good it has issue in batery backup 80 percent battery drained in just 1 hour and 55 minutesin 90100 percent volume and the remaining 20 percent lasted 43 minutes40 percent volume l dont know whether my speaker is defective or it has battery issue but in my case i am felling like cheated so think before buying;0
sound quality is good but low bass even at the high volume also and one thing after full charge it doesnt work after 12 days automatically battery drain outdischarge and you have to charge it againas per my view this seems to be a not so good product at this price range;0
normal quality;0
average;0
ok not bad;0
nice look but rate high quality;0
volume is very lowsound clearity and bass is best;0
i wrote this review after 4month using this productconnecting via tv fr pin not working properly only working 4 speakers if i connect via bluetooth all speakers working fine;0
ok;0
out of 4 speaker 1 is not working and in this diwali period i am not able to return it due to i am out of stationi always purchase products from flipkart but this product does not setisfy;0
very cheap sound quality;0
good product if price is around rs 1000 to 1200value for moneyi had bought this product for rs 1104 bass is decent not such heavy sound is clear at 90 volumevocal are clearbuild quality is good according to the price range does the job ;0
good look and bass on high volumebut bt discount sometimesrgb lights stop working within 1 month of low usagenot recommended;0
overall it is a nice speaker good battery backup and sound quality is nice i am rating 1 star just because one stupid feature on bluetooth mode named power optimization which turns off the bluetooth speaker in 5 minutes if we are not playing any music if you want to use the speaker again you have to switch on the speaker and go for a coffee break for the speaker to pair with mobile frustrated with this uselessstupid feature now i will have to throw this in dust bin in my opinion t;0
ok;0
chicken;0
out standing sount quality but bass is the something average ;0
only body looking;0
average products;0
average;0
normal sound;0
good quality product but sound is not as expected from a jbl speaker bass is below average and sound is good in silent enviornment;0
above average;0
small size speaker;0
not bad;0
bass is not good but design is nice;0
avrg;0
avarage bass;0
over all good for tv not for home home theater aspect;0
avarage quality;0
bass is good but mid and highs not good;0
average;0
ook nothing great;0
avvarge productno single for volume increase decreasehigher volume sign should be given;0
battery 2200 amh not 2400 amh;0
all over quiet good loved the sound quality battery backup is not that great but its okay at this price point;0
good but not the bestsound quality is goodbass is very poor even boat 650 has more bass than this build quality is ok expecting more loud from 16 w speakerfinally to my mind boat 1000650 is better than this;0
good product with great price but some time connectivity issueedit starts hang up randomly and than nothing works no remote buton no sound have to restart it by switchin on and off at powe socket;0
avarege prodect;0
sound quality is average not satisfactory in low volume sound quality is even below than average actually sound is not balanced you may find it okay if you have not used jbl ;0
consfm reception is poorpronshigh sound qualityaverage bass speedy bluetooth connectivity;0
sound medium;0
but its okay better;0
wires are too short;0
battery is good about 5 days in 1 full charging but loudness is not so good;0
sound is nice but one speaker is not work;0
best products but not work to big holl sound is slow;0
bluetooth connectivity is very poorand rest of the things is ok;0
not bad;0
fm doesnt work sound quality is ok;0
sound is ok but bass is not as expectedthats too low;0
average item;0
value for moneynot badits okay;0
this music is good for single room and quality of music is just ok and can buy for the home listening only not for partys;0
product good but when i put the full sound its cracky sound here either all is good;0
ok kani base ekuva ledhu;0
good product but delivery issues;0
how to play songs through pen drive usb;0
ok ok;0
average product at boat;0
ok;0
totally not bad;0
ok product;0
not bad not good just ok ;0
its look big but its voice is very less so go for jbl as boat voice of 50w or even 160w is not up to mark look like local brand also;0
sound is average and dont think that it has 50w output;0
sound is not up to mark;0
average;0
i am user of boat earphones headphones and now this sound is not upto expectations;0
sound quality is ok but not worse or great base is also ok can buy in any offer;0
ok;0
wait n watchwoofer not able to support bass boosted songs;0
sound quality is almost like new smart tv so no use of this product except fm;0
okay okay product;0
this is average product bass is zero;0
just ok not too good;0
not bad;0
nice vocalsbut very low bass;0
not bad;0
its not a sound bar its baaar;0
connectivity too slow with devicess;0
its a great speaker but the problem is we all think its better than flip 3 but its not flip 3 has mike and can connect to another smart connect enabled device essential cant be connected with another device and dont have mike to accept calls the speaker is a good one but lacks featuers of flip 3;0
the built quality is great battery backup as of now is good the sound quality is not as the usual jbl speakers its more muffled type it is something like if u cover flip 4 with your palms bass is slightly more but i think other jbl flips are better treble is less and aa we cannot have jbl app we cannot change it and cannot connect to other speakers;0
was ok at the price of 3000;0
built is good but sound quality and bass is not upto the jbl standard;0
i was expecting good bass based on the reviews posted here however the bass is average and overall sound quality is decent for the price paid for it things could have been better;0
sound is ok but bass is not satisfied;0
average speaker;0
average ok;0
just ok;0
bass not interested battery charger is good;0
ok but costly;0
not soo good but not bad also;0
i dont understand why it has usb charging slot;0
everything is gud but loudness is not what i expected it is somewhat less but quality of sound is excellent;0
love this productbut didnt get a gaana subscription with this product;0
good for music in a small to medium room if you want to watch movie sounddialogues will not be very clear;0
sound bass is good but backup is too short only 2 hrs;0
sorry i have to give 3 star coz it takes almost 2 months for the delivery but the product is superb;0
i speaker is pretty gud but i found a dent on the speaker overall a good speaker;0
bass is good but loudness was not as expected;0
sound is clear but not loud expected loud noise at this price tag from jbl;0
average product;0
the only reason i bought this speaker is i want something compact for traveling which also has type c port the speaker isnt bad but dont expect amazing quality from this 3w speaker its just okay better than phones speaker;0
nice product but note battery backup;0
best speaker of realme but baterry back up should be improve in comparison of other brand speakers;0
oky ok;0
good foroduct but battry profomance not very goodmedium valium use for 6 horfull valium use for 15 2hor;0
sound is very low but good for ur personally use;0
excellent sound quality with deep basseverything is goodbut as a 3watt sound is very low even normal mobiles are louder than this speaker ;0
ok;0
good but in this price their is much more better option like mivi;0
average product;0
not bad;0
just ok;0
dont expect battery backup more than 3 hrs;0
overall not so bad;0
just ok;0
just ok;0
batrry backup or charging timing;0
its not upto the mark but ok product ;0
giving review after 2 months usage product is good sturdy and good quality but battery back is down you can enjoy it only 3 hrs at full volume if medium sound then it can reach to 5 hrs so buy on ur usage if you need only for training u can go for it but if ur use for out party then not good better go for boat 200 because of higher battery back up and nice level of sound;0
1 sounds quality crisp clear music on 80 volume above that its missing some bits2 battery backup just awesome on 70 volume it lasts for more than 12 hours3 design looks cool i felt it but bulky and heavy as i had stone 260 previously4 connectivity i faced some issues while connecting the device second time also it disconnects if you dont play any song i didnt expected this from boat i want to give 1 star for connectivity but the range is pretty nice so 3 star for conne;0
pure baas no instrument can be heard clearly wont that great for true music loversi suggest if you only love the songs where the bass is only your concern then go for this otherwise choose any other speaker that provides better instrument separation and wider space;0
it is an ok product 10 w bass is very low when compared to boat stone granede 5 w if we play songs in max volumeit will not work even 4 hr;0
speaker is very good in 1299 cons is that it is on very boomi side bass is more thats why i give 3 star;0
stone 350 by boat is one of the economic and premium product its bass is also awesome the only problem about it is at the highest volume i experienced distortion in sound;0
distortion when 80 sound average;0
bass not so gud just ok;0
with mine it produces cracking sound if i play bass songs even at 50 volume which it really irritating me i have to switch off the power and restart then it work fine one thing i liked its battery life overall its good product;0
product is average sound quality is average and bass is comparatively low design is very good and the size is compact the voice when turned on and while the speaker turns off is the worst part overall average but worth the price;0
sound and bass is good battery backup is great the sound cracks a little when in full volume great for indoor playing;0
i was order in offer price so the build quality also decreased i have two with now one is bought with original price so its giving best sound quality and bass experience you can feel the weight difference also;0
build is solid as rock look premium under 1000 not bad at all buttons are good smooth i dont find any problem while pressing themconnectivity is also good i pair it with laptop also range is good too only drawback is that it get disconnected if you didnt play any music for 5 minutes or so even if it paired with the devicesound is good for me loud and crisp bass is balanced some users complaint about noise distortion at full volume but i didnt notice this too in my speaker;0
bass is very lowsound quality is goodvalue for money boat is always know by bass but in this speaker bass is negligible ;0
connectivity and sound is not upto the mark;0
size is slight large bass should be better at this price range its ok;0
sound is good but bass is not good at all;0
its simply greatonly issue is with the bluetooth connectivity but not frequent the best;0
build quality of this speaker is best battery backup is not good bass is lower;0
over all a good product but the bass of the music sometimes feel too loud according to me if you like loud music with extra bass go for it otherwise find something else;0
i dont like its bass but sound clarity is okoverall average product;0
for normal use ordinary sound dont expectt extra ordinary main con micro usb charging;0
sound tuning is just ok this is not an option for bass lovers sound clarity is just ok for this price its an average if u can spend more go for boat 1200;0
nice product but battery is not long ;0
average;0
average;0
good product but bettery not ok;0
ok;0
sound is good but not loud good only for very small room like bathroom or kitchen more focused on bass clarity of sound is not very good built quality is great 1500 is over price for this product;0
nice product but need to work on sound quality and battery and connectivity;0
okkk;0
not badi like it;0
the mivi soundbar is good in every aspect but i buy it for my old wall mounted led tv and i connect it with the help ro aux cable but the aux cable side of the speaker is crushed by wall because the connection side is very close the wall they should provide scroos for wall mounting and installation boy for the installation over all its good buy if you are using it by aux cable its very frustrating;0
sound quality bass are good very short wire for adaptor to connect dc it is not a rechargeble type or not portable have holes bihind for wall mountable is pros;0
need a hdmi port;0
build quality and sound quality are both goodbut if you keep it connected for a long timeyou will hear noise in the audioyou need to disconnect and connect again to restore the voice to normal hope mivi look after this issue and fix it;0
i expected better sound quality and bass performance is as normal as a tv speaker with no special audio effects;0
sound is good at this range but when you listen to music of long bass like lofi music the bass gives vibration sound which is much irritating but low bass is played very good got it for only rs1904 so its budget friendly and for ones who listens to very low bass apart from this there is no bass increasedecrease button or else reducing the bass would have solved the irritating bass speaker vibration sound;0
the sound is good but the absence of arc spoils every thing which means that you need to correct the audio source every time the power goes out the bass and sound is good for the price;0
not bad average but bass is too good;0
bass control not available and bass in any audio on higher side;0
moderate product;0
okok;0
this is ok product;0
sometimes facing connecting issue other basssound quality is extreme;0
ok for small room not recommend for bass lovers;0
only connectivity issue;0
ok;0
bluetooth mode not working properly;0
the soundbar is decent looking but bluetooth connectivity is choppy and was expecting louder hence recommend buyers to go for higher model if bigger room optical connectivity is missing;0
dont have battery inside so no backup overall performance is good;0
not bad;0
sound quality is good base is nicebluetooth doesnt connect automatically you need to manually connect everytimeremote doesnt work properly you will get irritate with remote;0
only bass nothing else too much of bass spoiled the beauty of music and there is no manual adjustments;0
average product60w rms doubtfulits like a stereo system with moderate bass;0
just ok;0
sound are good but if you want to buy for connecting your tv its not for you because there is no bass control sound very loudly due to uncontrol bass remote connection not good if want to buy for only sound track go for it but for tv connection not a good choice go for sound for with bass control;0
battery backup is zero;0
just ok type;0
okay;0
ok;0
bass is very good but audio clearity not so good its just ok ok there is no option to control bass treble;0
good but make crack sound when a kick hit or a deep bass comes in the track;0
it lacks the clarity when compared to samsung tv speakers or soundbar bass is good for the price;0
good product for small area not powerful product;0
after use remove battery from remote it consumes whole battery in 6 hrsonly sound output is good remote is not goodand it recovers your discounted price;0
not bad;0
bass is not too good but sound quality awesome;0
avarage;0
product build quality is goodbut battery life pooronly 60 minutes battery backup;0
avareg;0
overall good but need to inbuilt radio modewhen radio was connected by aux cable from mobile to speaker directly radio mode not in this speaker please update other makers already inbuilt in small speaker;0
verry badoroduct in conect;0
sound is ok ok;0
not good but ok;0
bass quality is not as expectedgud for laptops and mobilesnot recommended for tv;0
good quality not much clear sound;0
just ok;0
okay for this budget;0
not a bad productbut i expect moreanyway its okkksound quality is less;0
an average sound bar better to buy desktoplaptop speakers from iball or intex dont go through all reviews which says good bass etc honestly speaking not up to the markprosdesign and build quality is good cons no bass sound is bit higher compared to a laptop speaker;0
can get quite loud build quality is good lacks bass passive radiator seems gimmicky;0
good product but bass quality normal overall ;0
no more bass sound iss superb boat stone 650 is better than movie but boat is china so buy movie product;0
sound is not as loud as they say or i expect it was ok product;0
ok;0
i have face issue its battery backup suddenly goes up and downganaa plus subscription with this product doesnt redeem able;0
ok;0
was ok not that loud though stereo speakers dont expect high bass;0
all happy with product but hd dont work even after trying with different hd cables on my samsung smart tv;0
got it in bb sale for four thousand five hundred rubees ok for this price range sound is bit distorted bass and treble can be slightly better but guess thats all u get for this price120w model 1280 look wise its great neat remote bt connectivity hangs sometime;0
product is good but its tv arc port doesnt support for samsung and lg tvs please be aware while purchasing it;0
best one for bass lover otherwise simply waste sound clarity is poor 100 bass super;0
good quality but speaker not clear;0
good productbut not used for movis only music;0
ok;0
required improvement in sound quality and loudness is low;0
bass is ok;0
connecting issue of blue tooth disconnected whenever change any songs no auxiliary cable connection provided for tv value for money with this range if ignorance connective issue;0
i thought 120w will bring loud sound at my home but experience a little difference in my 56 w old 21 speakers and 120w soundbarsound clarity is good but not much loud bass is also decenti will say just okay for loudness and good for sound claritywell i got this in 4999 on sale i guess it is good in this price ramgego for other brand like jbl sony for better experience;0
sound quality not bad;0
good but not suitable for tv over bluetooth connection;0
voice low quality;0
the sound quality is good but the subwoofer is very big which i cannot keep it in my hall;0
when i press volume up or down sometime remote is not working proper i need to press 2 or 3 times;0
good but not much as expected;0
only bass nothing else;0
not bad;0
sound is awesome but it has some sound issue when it is connected via bluetooth overall experience is good;0
soundbar is perfect but installation ke liye bahut call karna pada;0
item is good but fipkart need to improve its installation process after getting the product the installation process takes lots of time;0
please send the experienced technicians it is not much difficult to install only to check about transit damage and for fixing on wall there required otherwise it is good;0
design is good build quality is very good speaker feel heavy lots of option for playing sound is good and clear but it not as loud as expected from 16 watt speaker loudness comparable to 10 watt speaker bass is average ;0
charging cable is not coming with the box;0
product is good but service centre mens behaviour is wrost;0
this is best bluetooth speaker in this budget value for money but battery backup is soo poor ;0
good product but battery working bad;0
this is good but base is loo lowand note good base quality;0
sound is good but the battery backup is not as expected;0
just ok;0
sounds quality is not as expected;0
sound is ok but where is dolby digital i cant feel any dolby surround sound just ok for this price range of 6000 equaliser and 3d is not upto the mark its only ok for hear mp3 songs in bluetooth but not for movies;0
ok;0
sometime when connecting to bt disrupted sound coming and even occur frequently;0
its ok for me only professional can give proper review with comparing to other brand products;0
heating issue sound quality is average;0
all over good but need extra bass also dolby works;0
nice but small size;0
product is good but sound system is very bad specially bass;0
leta talk about thr sound because no one is here for anything elsepersonally it has a very crunched sound if you are looking for high end sound its not for themit has a minimal sound due to which you can play on full volume on full clarity on soundbut the catch is it is not loud enough thats all you can expect from 5w speakerthe build is awesome plasticky but it looks amazingbass is ok not so deep but for the amount of money this speaker comes up its good;0
sound is greatbass tooconnectivity it takes time to connectbattery can last for 56 hrs on 70 volumebuild quality is okayish the only problem is its sound is loud only if you connect it with phone if we connect it with laptop means the sound is not that loud even on 100 volume so yeah this is one drawback that i felt earlier i thought my laptop is having some problem but speaker has guys this speaker is good only for smartphones;0
everything is goodbut battery backup is not the same as it is claimed by the company;0
average product;0
just ok product;0
sound quality is quite good but bass is not enough;0
overall good bt volume is a little bit lowi expected more;0
battery only 4 hours standby;0
at the mid volume volume is not so much high bass is super but the sound is not so you should try another one battery back is good not seeming truly 5w speaker you have to stay it on minimum 70 for better sound it has aslo no fm microsd card slot boat stone speakers are more sound than this one ;0
sound quality is good once charge 4 hrs play music and 5hrs for movies first 100 to 50power discharge take 3hrsapprox but next 50 to 20 take 1hr in 20 battery indicates battery lowbelow 20 we cannot use because it will going to off automatically so battery 20 is like 0i bought it and face these problems so again replaced by new one but again these problems comes then only i realised the product manaufactured like thatafter that i am contact mivi customer support and se;0
good bass good design but sound doesnt go yet far in full volume;0
pls add fm radio funtion and 10 w;0
i bought it because i wanted to support made in india but it needs to be built better sound is average;0
the bass is not up to mark for a 20w speaker the sound is fine bass 535sound 54battery 54;0
led doesnt turn off on full charge you need equalizer mp3 player for better bass;0
the bluetooth connectivity range is only 1 meter beyond which the signal starts fluctuatingif you want a range of above 5 metres dont go for thisbass and sound are ;0
got it for 1100 at that price it feels ok it has okayish bass and can get very louder;0
bat;0
overall good but battery not changed 100 company sells old stock battery capacity 90 just after 2 days ;0
avarege;0
sound bass is good in this range doesnt support flac;0
sond quality low bass is to low overall not bad not good same price zebrranics better;0
speaker distribution is very good but dont go for 45w because overall bass and music effect is very low you will not feel the theatrical effect in this model its sound like some low variant 21 speaker so please go to higher watts speaker like 90w or 120w even you have small room;0
sometimes bluetooth doesnt work bass mediumotherwise good;0
ok not bad;0
sound quality is good but bass is enough as expected quality of the remote control and aux cable not good enough;0
average;0
good product but bass and trebles controls not given;0
good product but sound quality not clear;0
not bad;0
sound system weast weast of money;0
everything is okay except the bluetooth bluetooth gets disconnected very frequently buy it if you are comfortable to use aux cable only otherwise it is a good soundbar;0
good but not as well;0
ok not so bad;0
average product;0
its okk;0
ok;0
average;0
an average product which gives a decent output dont expect above average as i also have a intex 41 which is a old one bought before 10 years which is producing a good bass and sound output but this product is just like a speaker boxif u want a normal speaker with a minimal bass go for itif u want a home theater effect dont go for itwhile taking the price into consideration the speaker is good for the amount;0
ok not up to the mark sound is too low;0
i received side speaker only two not sufficient;0
everything is okay except the bluetooth bluetooth gets disconnected very frequently buy it if you are comfortable to use aux cable only otherwise it is a good soundbar;0
i have owned jbl flip series and tribit budget series even some boat and infinity ones too comparing these with this centrestage soundbar cum all in one bluetooth speaker i have experienced good sound quality while watching content and listening to music but the battery backup and build is big let down the fm reception is joke or ill say its not available the charging time is way to high and input is 1amp micro usb that too in 2022 the product is from nagpur or nasik i dont recall ;0
sound best but bass is low;0
rgb lites battry drain fast;0
not bad;0
somehow good;0
this is best for hearing songs and videos but its not good for hearing mic volumes eg whatsapp audio zoom meeting class and calling audio etc when we use my volume we can only hear ear less sound than sound of our mobile phone its better for or video and songs not better for mic volume;0
just ok product noting more nothing less expected much better sound quality from boat volume is kinda low and average even when the volume is higher couldve been much better if theyd fixed the sound quality connectivity is 1010 battery is below average it drains very quickly wish it had 1000 mah at least overall its a decent product thats it;0
good but sound quality is comprised;0
ok;0
not bad but not so good;0
sound is not so pure but ok;0
phone reserved not work but is very super sounds ok;0
good product butprice comparison product;0
 buttons are not for volumes but for the next and previous song shuffling the calling feature doesnt work at all mic is not working in the bluetooth speakers sound is loud enough total ok ok product;0
no bass battery life is just for 1hr but sound is good;0
normal;0
product wise its finebut this time delivery service was pathetic;0
it is a perfect table fan with additional noise just grouped under wrong category;0
warranty issue 2yrs warranty issue;0
cheap plastiic;0
do not give air flow;0
seller sent a used product there were signs of water evaporated from the cooler didnt have time to return and wait for new one in this summer cooler is somewhat slow yet effective and is only good room smaller than 120 sq ft;0
the sound is too much compared to other coolerrest is ok;0
1 week perfomance only later on it working work;0
just ok;0
still i havent used;0
please how to shipping this product i am booked this one aire cooler i am stay in bangalore but there is know shipping point like that sowplease suggest mewhere exit shipping point please tell me;0
warranty issue 2yrs warranty issue;0
cheap plastiic;0
the sound is too much compared to other coolerrest is ok;0
1 week perfomance only later on it working work;0
just ok;0
please how to shipping this product i am booked this one aire cooler i am stay in bangalore but there is know shipping point like that sowplease suggest mewhere exit shipping point please tell me;0
my experience i bought this based on popularity and reading reviews we given hype to this coolerreally my genuine opinion on this cooler is air flow is good as everyone says but cooling is not as much as air flow suggestion to those who will think like me before buying is buy this only if ur having temperature upto 40c at your place if not dont buy this thats it rest everything is ok for me this is my review but thanks for flipkart for this platformedited review after 10 days ;0
air speez;0
look good but swing is not proper working;0
small size;0
average;0
ok not bad;0
not that great average cooling at best even for a water cooler;0
cooling is up to the mark not that much invest wisely;0
ok ok body wheels started breaking within 2 months of use performance wise good;0
product is ok not upto the mark generate more noise;0
ok;0
making too much noise symphony is better;0
its a cheap quality product;0
its good product but sound more;0
normal fin cooler;0
average;0
not bad;0
cant say right after 6 months i will update;0
motor sound air flow ok not ok with quality;0
good but power consumption is more;0
not bad;0
it is too noisy but speed nd other thing is good;0
nice build but noisy and cant feel cooling its like a table fan and noting;0
product is good but noise is high;0
i gave 3 stars because its to huge;0
inner parts fixed with like old items water cant spread total;0
not as expected design is good and quality is nice but air cooling is very bed and air is also very cheap not 45 feet only 5 feet range only;0
ok ok body wheels started breaking within 2 months of use performance wise good;0
product is ok not upto the mark generate more noise;0
ok;0
its a cheap quality product;0
its good product but sound more;0
normal fin cooler;0
average;0
not bad;0
cant say right after 6 months i will update;0
motor sound air flow ok not ok with quality;0
product is good but create very noise;0
not bad;0
it is too noisy but speed nd other thing is good;0
product is good but noise is high;0
i gave 3 stars because its to huge;0
average not bad;0
size is small very light weight;0
we have good ventilation but still it is not cooling;0
average;0
ok;0
its good for small room but has a manufacturing defect i ordered the replacement but still see the water leakage from one side if youre ok with some water leakage then go for it else look for better options;0
small size ;0
everything is good only a speed issuespeed is very low;0
small size;0
oftor one month likej these cooler;0
small room comfort;0
it is small cooler not fit for room and hall it can be used in small place like shop or store room;0
small in size;0
ok ok product so far;0
nice prodect but very very bad delivery;0
everything is fine except cooling buy a table fan save money;0
this is not a room cooler its purely personal cooler not cooling the room even though it was running whole night with proper ventilation room size 11x11 foot one has to be infront of it whole time for proper air;0
i think average product build quality also not so good air through not more than 3 mtrs although i placed it on outside of window;0
it is good but it has water leakage;0
cooling good but dropping water in back both side;0
small cooler;0
small but osm;0
this one waters spraying and over sound;0
everage cooling;0
average cooler not that good;0
ok;0
average;0
pump stopped working but cooling was great almost ac likeedit the wheels are bad they are rated for only 20lts if you put 50l water everyday the wheels will come out or break after 23 months;0
the pump mode is not working on pump mode swingpump is working fine;0
normal;0
this cooler is good for small party halls and suitable for big hall roomsnoise is too much cant bare that noise on speed 1 itself;0
good but not chil;0
ok but sound jyada karta hai;0
cheap quality body made with cheap plastic;0
size smoll;0
only for single person use;0
normal fan;0
small in size;0
not cooling ro at all only working as a fan;0
not good but average;0
average;0
normal product;0
ok;0
good air delivery this is its pro and con because of heavy air delivery you cannot use this as fan otherwise this is very good if you live in hot dessert area do not buy if you are from humid coastal area it is not effective by a powerful fan instead;0
writing this review after using this cooler for 4 months in nagpur where temperature goes till 48 degrees and is an extremely hot regionlight weight sturdy stylish does not make a lot of noise either this cooler will work absolutely fine until march but during the months of april and may when summer will be at its peak it will work only as a personal cooler and youll have to keep it hardly 1 meter away from yourself to feel the cool air;0
value for money but bit noisy good enough for large rooms need good air cross section water capacity is hugegood air throw noisy enough to keep outside cant watch tv while cooler is in room;0
pros the best cooling out there with 75l liter capacity and plastic used is also really good cons plugg in cable length is not even half meter and huge noise which will not allow you to sleep so what is the point it is like giving you an ak47 without bullet you have a wonderful gun but you cannot use it for the purpose you got it for;0
design is good but not worth itcooling is ok ok air distribution is also normalwill recommend to go for some local cooler as they deliver more chilled air than this one and are cheaper also;0
please mention the cooling area in sqft what is the cooling capacity capable area;0
ok but not best;0
nice cooler but cooling average;0
it is comfortable for a single person and it consume 75 litres of water for 18 hours and noisy one very good service from filpkart you should not compare with ac and it is better than fan;0
cooling is good suitable for single air throw is not good it is upto single bed;0
average product not like as per comment share by people;0
its ok not excellent i think hindware cooler best;0
its an ok product it becomes ineffective if temp is above 36 infact it increases humidity in room which feels like more heat and uncomfort i should have gone for ac by doing more investment;0
product was good but delivery man was very roud he had left the product down stairs;0
the cooler is good as the body is concerned but the cooler doesnt give full cooling effect;0
nothing problem with the product but there is some problem in delivering process;0
i live in a place where the temperature is 3840 degree in summer and humidity is very high in this region this cooler is not sufficient for these weather conditions it does serve its purpose but not for hot weathersummer conditions where your local temperature crosses 40 degree c;0
product ok difficult in cleaning;0
okay;0
average;0
normal;0
the cooler works very well it has good water storage capacity and can work for the whole night when filled once but two of its wheels are depressed a little which i noticed after a few days of installation i find it really difficult move the cooler from one place to the other;0
average;0
cooler is good but there is no option to take out water;0
does not cools as mentionedbetter to buy a local metal body cooler;0
not reached expectationsbut overall it was a good product to buy;0
ok expected highly but not that much it is fan ok swing updown are not good thank you;0
good product but doesnt cools as expected;0
good one but need to be improved;0
coller ok but upper swing down swing option no;0
ok but not value for money;0
reached expectation and one thing is to improve is auto drain and adjustable air blendsnot to feel like branded one;0
everything is awesome but i am not satisfie with caster wheel which are not working well other than this cooler is awesome everything is fine;0
its good cooling is fine some parts of the cooler is made of cheap plastic biggest disadvantage is the sound even at lowest speed sound is quite high ;0
works well but the finishing is pathetic;0
just ok;0
normal air cooler shouldnt expect very much;0
cooling slow;0
verynice;0
good product but delivery experience very bad;0
good and decent air cooler in this price range bt in market the rate is much lower than flipcart and also negotiable and last word build quality may be better in this price tag like buttons are not up to the mark overall ok;0
cools pretty well too noisy;0
flipkart costumer care response is very bed and not responding and also given commentmen is not resolving timely and giving late delivery but the product of crompton air cooler is great and nice cooling withing 1 hour;0
1st of all the product had a tilted wheel which made it unstable on the floor i changed the wheel by myself the fan is noisy but manageable improvement in build quality is needed overall 9200 its a decent cooler;0
peasant air cooler but cheaper body quality;0
so much light weight fiber of cooler looks very light but quality inside which will find out after 5 years as on today not so much assured with body life looks nice n voice average;0
