comentario;sentimento
comfortable issue but adjustable;0
good one but light heating and plastic smell for first use;1
nice;1
5 stars for watch and 1 star minus for flipkart bcz there are few scratches on the back panelbut from front side it looks brand newgreat purchase for a teen dial isnt too heavy to carry watch design looks very pretty strap is also looks good and strong;1
awesome productjust love it;1
im not satisfied with this product becoz of leakage issuenot worth of money;-1
okay;0
good product;1
its good but after 3 4 hours you got pain in ears;0
very poor qulity thay use very poor qulity rubber n its air strated leking after 15 days n it cant be repair;-1
too small bad;-1
its good;1
this is not work;0
nice prodect;1
just okay;0
excellent cooker;1
material quality is badas expected;0
super;1
costly but useful;0
real kohinoor which english couldnt took with them back to england;0
its superb product nice quality suits up to 50inch tv;1
the product is very good;1
temperature adjustable guage heating issue it becomes hot after 3 sets cloth pressing;0
very baddont collect it;0
better product worthy for this money but the thickness of the mask is less when compared to the origical n95;0
bad quality;-1
good but its growing in kerala not posible and leafes is nice and smooth;1
kettle is leaking from the first day;0
very good;0
it is owosomit is good product to cook rice for 5 or 6 peoplebt some little quantity of rice is always wested;1
it is not working properly;0
low quality;-1
okay;0
not screen saver button;-1
nice watch;1
good;1
super;1
best items;1
life only 3 months;0
very good;1
value for money;1
very nice quality;1
room is heated up even after using the cooler;0
good to buy full satisfy ;1
coming itching and rashes;-1
worst product;-1
dont buy food colour;-1
ok product;0
value for money ;1
not good battery life;-1
excellentgood qualitymust buy;0
worst product ever we used;-1
best product;1
good prodect value for money;1
ok;0
this product very wost;-1
small hai;0
awesome ;1
small in size not so good;-1
its not gud ky 3 hours dioer is full and not satisfied plz returns my order;-1
not stretchable but otherwise fine;1
i love the product;1
too heavy not good for kids;-1
the mop is not moving in the bucket after few uses;0
ok ok product;0
some what its good but the weight capacity was a little bit disappointed its shakes when phone is placed;0
nice product but price is high;0
just average;0
nyc productthe extra candel u have to purchase extraits not in that packageservice is not up to mark;1
ok;0
just ok;0
good;1
its size is large so its bit a little difficult to handle otherwise its good;0
very bad product;-1
not good;-1
tubicast app not working properly;0
utterly disappointing dypers are waste they cant stand atleast for 2 hourschatta nakodakallara ilantivi enduku mfg chestara ammutaru pillalu enduku suffer kavali pls dont buy infectious;-1
go for it ;1
best quality but bit costly;0
very cheap product;-1
bad quality;-1
nice seed;1
very bad product;-1
its really nice value for money;1
just ok but noice sonud too much;0
its really good but the quality poor;0
not fir for ford figo;0
average;0
not up to mark leakage problem;-1
veryy nice;1
it is a ok product suction is acceptable but heating within 2 mins and we really cant use it continuously need to give it a break for every 23 mins of use it has a long chord which is useful;0
well build and very handy;1
this watch is amazing for party occasions;1
bad qualityleakage;-1
got rashes to my kid;0
not as good as bumtum chota bheem version very disappointed;-1
i just loved itvery nice decor and good packagingthey provided a glass bowl with decorative jelly stonesjust go for it;1
butterfly is butterfly this griender is so awesome in work it didnt even overheat or no sound it gave me smooth paste in less time it is also handy to use and simple small to carry by ladies no sound no heat perfect mixture and be useful for nuclear families;1
very bed product;-1
this diaper is so bad and licege total paints i am not happy this products;-1
this product is third class;-1
ok;0
good;1
poor quality side leakage;-1
fabric is too thin;0
wounder ful product;0
good;1
more expectation but height is too short execpted from picture of in profile;-1
excellent product working goodreview after1month;1
not good quality;-1
gud;1
a finer one;0
leakage problem after using 2 or 3 hours;-1
products not good quality;-1
local cycle just look stylish dont buy otherwise spend more money by repairing;-1
gud;0
dont buy everyone above product waste of moneymy baby skin infect this diaper;-1
not good dont buy;-1
length is very short;-1
ok;0
bigger in size more noise cooling is moderate;0
smasung the best;1
not good;-1
it wont works for longer time;-1
size is key matter in diaper but here bumtum fails and leakage has happening;-1
ok;0
thank you;1
not strong product;0
a very good product by livepure taste of water is very good till the date from installation vfm product very good service by flipkart as always hats of to flipkartperfectly done;1
value for money;1
it does not ubsorb water need to improve the quality;-1
i like it so much super nice;1
it lacks the clarity when compared to samsung tv speakers or soundbar bass is good for the price;0
bad quality;-1
very baddont buy;-1
they cane without box all masks are in pack separated and these are very tight on ears;0
assome product;0
foot touching to the front wheel overall looks ok;-1
after one month keyboard usb is not working properly;-1
terrible quality;-1
not fit the mentioned size its tight and not covering completely;-1
awesome product;1
good for boiling water and making tea sometimesi made maggie 23 timesnow whenever i make tea milk stays;1
bad quality;-1
this product is averageall most good in this priceso if you are new youtuber you can buy it;1
good;1
veeeery nice;1
radhe radhe;0
dont buy the taste is really bad it ruined my cake;-1
first day working but the second day not working  very bad product i ever have from flipkart;0
leakage problem size small;-1
very bad quality and also leakage;-1
not bad butt cotton is sooo low;0
the item is goodno issue working perfectly;1
i ordered before also but this time it started leaking and baby getting rushes alsolooks like very low qualityso please dont buy this;-1
looks good and touch feeling is also good but not excellence acc to price is good to buy;1
i gifted timex watch to my father and he loved it;1
good product true value for money;1
not usefuli cant use even one month;0
its very good product at this prize range satisfied but cooking is little bit slower if we put 4 glasses of rice it takes almost an hour;1
most needfull;0
ok;0
quality of table very poortired of replacing repeated supplying poorly finished product;0
cheap and besf;0
only 20masks are dilveried;0
very bad quality;-1
diapers are leakingnot good to use;-1
vary nice product;1
not good;-1
livpure is a trusted brand so i decided to purchase its water purifier the quality and servicing of this product is so good performance of this product is really excellent as its colour and design are very good the purifier is very stylish i got service very nicely this water purifier is really good do not think much go for itganesh joshi;1
good productbut size is very small;0
nice product thanku flipkart;1
i like it;1
quality issues;0
cheap chinese productin product detail its given that the product is proudly made in india but actually its cheap chinese product the fact is given on the sticker couldnt understand why there is such misleading information;-1
wasting your money;-1
m size small;-1
masss;0
its very thin;-1
very small sizecurchif size;-1
sound bass is good in this range doesnt support flac;0
the cycle quality is very bad;-1
verry bad quality;-1
very small size;0
bad product the product is not good at all;-1
waste product is like a basket ball and air leak at the mouth with in 15 days useless product;-1
original product super long lasting kajal;1
low quality get leak within 3 hrs not good;-1
wonderful product;1
good paisa vasool;1
with clearveness company reduce its quality i m using these diapers from more than one year now company is making enough profit now diapers are thin than before very shameful i ordered 162 pieces exchange offer is not valid company specially mention on front of pack it is overnight and it actually was working now it has leakage problem my baby got wet and bedsheet also in mid of night very disgusting ;-1
just brought at 750 and this is awesome product fully satisfactory result;1
dont buy;-1
good productgood service best overall;1
superb sound quality;1
i am happy with timex and really super product;1
amazing products;1
ok;0
good but not very good;0
good productworth of money;1
bad product;-1
product tested and works good and will check the batter consistency in the upcoming review so far liked the product my family happy with the front image ;1
very nice water geyser;1
awesome thanks;1
plz dont buypotty nd toilet leaked thai sidevery bed ;-1
most worst diaper i have ever seennormally xl size fit my babybut this is to much bigger not fitted perfectly leakage after 2 or 3 hourssimply wastage of money;-1
cooler remove after washing;0
nice product;1
weat for money bad quantity this pick;-1
easy to use water purifier installation was quickworking nicelypure like heaven waterlove itgreat deal great exchangeflipkart great place to get wonderful deals;1
ok;0
value for money;1
not satishfy worst money dont buy;-1
very niceworks for 89 hours;1
for half a month it worked perfect but after that it started reporting driver issues;-1
almost good but rate is too high;0
just ok;0
sounds quality is very niceeverythings is good but its not supported ginonee p7 mobile bluetooth and samsung mobile i have to use my vivo fon;0
very waist productdont buyvery small brush shown in the picrure is very big;-1
leakage problem;-1
this not good quality;-1
nice;1
good quality;1
very bad item;-1
wasteof product;-1
its very good;1
now this products not gud any time lickze prblm;-1
gud;1
not for best quality;-1
easy to setup easy to use value for money have to use this plugged to power;1
cooler is good but size is very bigand trolley are not provided;0
very poor quality;-1
good for the family but the built quality is not upto the mark;0
ok;0
it will be good if the product has warrantyother than that everything was good;0
like;1
side leakage;0
leakege problem;-1
bad quality product dont buy it after 1 month review;-1
not up to mark;0
worst buying doesnt give protection to the baby even 5 hoursbabys pee start leaking from side ;-1
low quality very disappointing;-1
bad smell;-1
was ok but but perfect quality no;0
very bad productfully waste of money;-1
best quality seeds;1
not bad;0
height suitable for kids;0
wd is not as good as samsung or other brand but it is best at this price best portable hdd at this rangebut i suggest you to buy ssd  which is much more faster then hdd or long lasting if you afford go for the ssd  if not then you can go for it;0
product was good but not the best stones and plastic parts are delegate otherwise good first time grinded with rice for 1kg it just takes time for 10 mins only it may fast initially after few months i will update about speed;1
product is definitely very useful ;1
good quality best in class;1
ok;0
ok;0
size not 3 feet quality good;-1
guys dont buy this its rash friendly product i simply wasted my money on this product;-1
good;1
easy installation and good quality product product arrived timely and in good condition;1
very gud product all seeds are in very gud condition;1
like this pant just buy;1
very so much ;1
ok;0
so light in weight and not so interesting not as have in image any one as shown in image iam not happy from this producet;-1
good product;1
poor quality only soap water;-1
leake waste of money;-1
small size issue;0
sound and battery back up is good but bluetooth connectivity is not good in my piece so some song sound up and down in bass and rythembass is not so strong but instrument rhythm can hear clearly this is the plus point of this bluetooth speaker;0
bad;-1
nice;1
better;1
very poor quality wastage of the money;-1
quality poor;-1
only half wall is covered;0
worth of money;1
the product has an amazing quality it suits best for 32 or 43 tvs the packaging was great and delivery was well before the delivery dateinstallation guide could be improved as the few important steps were missing in the guide but installation is pretty easy if you have the tools1 important concern i had was about the wall screws provided they were 15 and i bought another set of 2 wall screws to improve the stability of the product for wall mountingother than that the product is;1
very bad products;-1
very small than expected rs6999 is high price for it;0
using it for the last 1 month on lenovo k3 working good;1
not bad;0
excellent product really amazing;1
14 days use only and broken this shouse;-1
its auto off within 5 minutes in fm mode in other mode its working proper;0
not good;0
too hard doesnt feel good to the leg;-1
nice fragrance;1
not gud not bad ;-1
very bed not comfortable;-1
bed prodect;-1
bad;-1
its very hard cant play without boots dont buy if u dont have football boots;-1
normal;0
nicebut its very small size;0
goods is very small as a compair looks on flip cart;-1
qulity is very poor one over finished deiper is full money is loss this prodect;-1
totally not worth at this price;-1
good;1
hard diaper n rashes on bum after use i do not recommend not a good product bad product;-1
absorbtion is low not so good;-1
very nice i totally satisfied with this card;1
size is too smallprice is very high according to product;0
tatally scam they filled sand in side sole dont buy it looking wise its awesom great but in quality its worst after 1 month its sole dvided in two parts after two mont ist back part break nd day by day its increasing nd to much low quality;-1
most 3 class product quality very bad its not even soaking wellvery low category material use on it;-1
worth for money;1
very bitter taste and when i mix it with sweet milk its taste was worse eww;-1
cheap quality;-1
just ok;0
after 30 days k baad growth h super plant h;1
excellent;1
not bad;1
product good but flipkart delivery too late;0
whenever i ordered this item i really feel that no problem will be faced but recently on last 23 orders there are lots of problems leakage problem absorption problem half of the quantity was just wasted due to leakage problem if there is a chance of giving negative rating i will like to give that really disappointed;-1
perfect service lam so happylong time perfect working ;1
can not sayamezing;0
nice for office use;1
ok;0
good quality nice one thanksfull for beautiful led tv unitperfect;1
good product with moderate price;1
bad quality;-1
do not buy worst product even mu suggestion plz buy offline mine is broken i replaced it 3 times never got a good one not refundable breaks are not working handle is bending weak body frame over all do not bye;-1
nice kollam;1
after some days colour was gone;-1
ok;0
wow product is goodthanks flipkart ;1
sound quality is low but ok for mw;1
poor quality not good;-1
there is no proper absorption and found some leakages;-1
best product ever 100;1
good product;1
average;0
its good and easy to use;1
working good and fast;1
good products;1
not good as expectedheavy weight cheating product;-1
it been 2 weeks that iam using this slippers and it not worth for money already it broken in down side;-1
size is very small;-1
nice;1
while using it rashes ccur;-1
ok;0
average product;0
product is very bad ;-1
sound quality was good but there is no bass controller;0
bad product dony buy;-1
not a gud;-1
dont buy;-1
very poor quality;-1
very good;1
just okay;0
not bad products;1
absorption quality is not goodstart leaking after 34 pee;-1
more stability is required;0
good product and quality is betar;1
bakwas product;0
eye kajal is best;1
ok;0
nyc;1
superb;1
sound gd;0
i ordered m size but looks like small size and quality is ok;-1
good quality and fast cooking features are excellent but it consumes more power ex on gas it costs rs 10 means but in oven it costs rs 20;1
good but bulb is not given;0
avg product available at road side;0
okay;-1
received in good condition timely delivery;1
good but price is too much;0
cycle is good but problem in front 3rd gear;0
not goodmy child is only 14kg i m trying first time bumtum xl size diaper after wearing 34 hour or maximum 5 hour it is leaking and also width of backside is shorti m not happyplease donot buy;-1
most beautiful;1
great ;1
all good ;1
nice but little big size;0
small size and very bad packaged;-1
overall good;1
this diaper is not extra observable and size also not correct compare to other diaper looks like poor quality very disappointed;-1
nice vocalsbut very low bass;0
good for every one to use and free of space on you mobile and long life of mobilethank you flipkart;1
excellent product just go for it ?�?�?�;0
lakme name is enough good product;1
its all right;0
poor do not buy;-1
poor quality and size problem;-1
best product he super;1
very nice quality;1
shoes are not good wrost product;-1
very nice;1
overall is good product but touch is not good;0
good performance better value for money;1
seriously i didnt like it it is so uncomfortable to work with this gloves its too loose and i cannot wash my utensils also by wearing this gloves;-1
bought this in big billion day sale at rs 6649 i think this is super worthy probably the best purifier out there in market under 10k just keep in below points1 firstly check the tds level of ur supply water if it is above 300 then only go for an ro purifier otherwise u absolutely dont need to spend on this2 call livpure customer care check if the service is available in ur area or not i live in a remote village of wb and still they get this installed pretty fast3 most im;1
battery backup issue;0
nice;1
very bad not acceptable;-1
very good;1
nice product im very happy thank you;1
ok;0
its okk;0
after 2 months experience this basis mtb dont expect high performance cheap quality gear system and suspension below average;0
bad quality ;-1
worth it;1
good condition quick delivery super product keep it up;1
too short;-1
nice;1
pipe not hard2 rod breaked;0
over cost;0
very good product but some nuts are missing overall good?�;0
mr b mohan raj id m24757 he is very polite and did his work well he has good communication skills and did quality work overall very much satisfied with the installationthanks chennai jeeves installation teamg nagavenkatesh;1
its not good not bad;-1
ok;0
small in size;0
not as per expectations;-1
super using good product;1
ok ok;0
good;1
avg quality;0
quality is very bad ;-1
delivered on time and got installed within two days silent sleek and stylish purifereasy to use water quality is extermely good and tastes just like bottled mineral wateronly draw back is ro membrane generates a lot of waste water;1
was good but it takes time to heat u have to wait for atleast 67 min;1
not bad;0
poor quality;-1
trash qualitythe laptop stopped working after 2 weeks ;-1
its not as much bad as i expected it can be used as formal and informal functions;0
hated it a lot of leakage problem;-1
the geyser is quite big so see the size before ordering and geyser is ok takes 20 mins to heat the water and you can trust bajaj ;1
great combogot it for the good deal 750 and the delivery was too quick;1
its not working properly;-1
 diapers urin leakaged un comfortable for babies;-1
the size of the teddy wear is not similar as expected;-1
you should provide a new one instead of giving 7 month old product as there is no return policy so i am bound to use it within a short period of time because it has only 12 months to expirevery poor;-1
stopper is not firmly fixed in the whole baby felt down;0
wall mount not given in pack and taking charge time of installation 399;0
just an okay product a slight discomfort at the back;-1
l size is to tight for my baby his wight only 10kg;-1
bad product;-1
very poor quality products;-1
frequency of this perfume is good bt not lasting very bad experience with lasting;1
its good one for listening music but when we getting a call or any other teams or google meeting its not working fine it breaks voice and lot of disturbance;0
the diaper is not as expected and its not comfortable for my baby the earlier mamy poko pant is different is from this;-1
product is too good;1
classi;1
sensor not working properly;0
nice but not that much;0
very bad quality;-1
worst product it will irritate your feet it hurts skin badly dont buy;-1
ok;0
waste of money then leaked problem;-1
not bed;0
good product and value for money and good delivery;1
amazing smells;1
being a footballer myself i advice to not buy this footballits is like a basketballand is coated with rubber matt that provides it grip not allowing u to play or dribble it well;-1
good for safely work;1
excellent;1
ok ok;0
ok but not value for money;0
any thing i bake it turns out like a rock;1
less quality;-1
bad pordakta;-1
leakage issue;-1
nice;1
the product is awesome and its so easy to use must contain in our bags;1
radhe radhe;0
 soooooper in low budjet tq flipkart;1
its amazing;1
super must buy this product thank you flipkart and haier;1
bad product full of leakages and the diaper is not proper;-1
good can buy its worth able cloth is allso good;1
nice mice for my youtube channel;1
this price tipe product;0
dont buy this diaper as it has less than 10 hour soaking capacity it also gets heavier as compared to 12hr diaper and baby gets uncomfortable;-1
 ok;0
good;1
its was good product working is good noiseless;1
nice product fabric is good with this price and fitting is awesome you can go for it with out having second thought;1
joint in inner side ;0
should buy it;1
dont buy this productits totally 3rd class product every single use came ras baby bump;-1
good;1
just ok;0
very good;1
useful;1
very bad product i got its not writing;-1
fabulous;1
excellent;1
the rice cooker is very nice fit for 3 people its value for money at this product;1
nice;1
everything is ok but hard to boil chicken and eggs due to autocut;0
good working;1
best of the best;1
its cotton but too thin;0
set up box good but hd channels only one dd national;0
it is ok;0
cover is excellent material is decent but fit is not that good not tight fitting;0
best in price and quality;1
very good product;1
i purchased from flipkart last weekthanks flipkart to deliver me this product on soondesign1010sound810battry710value for money1010;0
luv it;1
worst diapers ever brought for my kid cheap material not reliable even for 4 hrs can be used for kids who use s now defiantly not for kids who wears xl;-1
bad quality;-1
very nice product easy to install;1
working good ;1
very nice product but the wire is very short and the lid of kettle is not properly work flowly otherwise the work is good;1
parfect;0
waste;-1
very nice;1
this is not working and that switch is going to warm within 5minsnot at all good;1
nice ;1
very nice products with this price range installation and delivery on time thanks to flipkart for the service;1
looks nice but product is too small;0
average;0
wow better than i expected;1
yes we can buy this product at this cost but stand cost is too much;0
very bad quality;-1
not aloe vera conduct not a soft leakage problem waste of money;-1
its good football in low price and have no blader as a basketball;-1
gd;0
its very worst productplz dont buy this item;-1
after 15 days display and erase button not working pad has two little bubbles not so good i am not happy with this pad;-1
nice product;1
super experienceloved it;1
its too small unexpected;0
good quality for this price;1
complete family protection;0
poor quality;-1
ok;0
itz not worth using this diaper it will leak within 4 hours no use of saving money thinking itz cheap it will cost you low rates with multiple time uses and if we buy costly it will stay longer time and less changing interval;-1
lightweight and good;1
quality is good but ball is heavy and very hard;0
please mention the cooling area in sqft what is the cooling capacity capable area;0
after 2 hour likege;-1
5 mask dangaed in 7 days;0
ok;0
bad producti suggest everyone dont buy this;-1
two times used working good and worth to pay;1
ok not expected quality;0
colour completely washout within two days;0
size was small price is so high;0
average product;0
gud quality;0
not good product;-1
just ok;0
lakme kajal is loving product;1
the product quality is not upto the mark;0
nicesuper;1
absorbent power is very less my son started fungle infection after using it;-1
super;1
ok;0
good and best quality and nice looking avarage price;1
superb but costly;0
pathetic dont go with positive reviewsi have been fooled by the positive reviews;-1
very nice watch;1
not buy;-1
samsung is best in market;1
ok;0
is very bad;-1
just ok;0
useful;1
excellent product;1
everything was good but one thing is the handle should be little long and the mop cloth should be in good quality and should be little length;0
its not better;-1
wram water in just 15 min;0
best items;1
only 6hors full;0
this product is very useful to save water capacity of water;1
sound quality is very bad mic does not work properly;-1
ok;0
anil kumar super thanks;1
very good kettle;1
product is okay color bleeds a little;0
looking good but very cheap quality not comfortable that sandals not soft;-1
i happy with delivery boy and product;1
100 pecent original product thanks flipkart love you a lot;1
never buy this product;0
this watch look amezing;1
worst diper we ever used leakage issue is the main problem;-1
very best at this price true value for the moneybut delivery was too delayed took 8 days to deliver;0
quality of the product is not good at all 3 to 4 times of liquid it starts leakagenot as promised by a company endworst product never gonna buy it againmommy pock pants are best when compared to all other brands;-1
product is very good the quality is also very good;1
nice real is very good watch;1
cloth is very goodsuitable size for fit;1
baby not comfort;-1
its very easy to use and the quality is great;1
good quality show i am used;1
very nice product thank you flipkart;1
not smooth very hord;-1
must buy it 100 recommend;1
nice value for money product but size chart is not appropriateshould fix that;1
good product low cost thanks to flipcart;1
good;1
worst quality diapers ever ordered it always keeps leaking in every hour and the baby is always wet poor absorption quality i will never recommend anyone to buy these diapers the sheet mattress floor and especially baby is always wet this has annoyed the baby and mother;-1
very good product thanks to flipkart;1
its good but i received only one bowl;0
best product at this price;1
original product very useful;1
poor;-1
very pure quality and few keys are not working;0
awesome product with this price where the quality look and feel is so good buy the product before it is out of stock because i thought of buying one more of different contrast where its still out of stock great product and great purchase from flipkart;1
value for money;1
not good;-1
usefull;0
nice products;1
very poor product;-1
amazing product at good price;1
quality is not good;-1
its good ;1
fabric isnt bad its soft and comfy but too much fuzz balls came out of nowhere after 3 or 4 times use;0
product is bad quality plz do not purchase;-1
not worth;-1
bad experince;-1
bf;0
i have ordered this for my home and my parents are too happy to recieve it with good service in delivery and installation as well hope to see good service in future also;1
really nice thanks;1
i am giving 4 starts bcoz the is harder than i thought but it is good for all kind of groundsand some stratches r coming on it just after playing from 2 weeks;0
okkk;0
when this ball delivered i play the third day steard;-1
okk;0
nice;1
noise headphone very tiny place;0
better than expected from this sd card also having card reader as well;0
worst diapernot satisfied leakage ;-1
may be all seeds will be grown but ya i got all of 40 seed packs;0
not recommends lost money;-1
very bad product damaged in 1 month;-1
worst football like any thing flip kart is cheaters;-1
very very small;0
great product quick heating go for it got it first 3k;1
low absorption quality;-1
out of 20 arround 15 seeds germinated so far have to wait and see what type of flower it will produce;0
not better than huggies diapers;-1
colour combination is not good;-1
sol quality is very poor;-1
dont buy wrost product;-1
very good watch i am using this about 1 month lookin so cool only cons is the date indicater is indicate 31 days month every time please fix it;1
bro all features are good sound good but sometimes it hangs no power off and not so loud;0
expecting more but its coming too small;-1
liked it i just suggest peoples to buybut this is not for soo rough use guysafter 6months im editing my reviews again just bcz to hlp those peoples who are whiling to buy this product plzz guys dont buy this product very wrost tirewheelbreak is extremely worste all parts are not good quality look wise i wll also give 445 v hv not yet used this more then 610 times but until now v hv took this for garage 46 times even garage boy told its waste of money always it gives sm prblm;-1
good producti am happy;1
graphic is not properly stick;0
waist of money;-1
this is not n95 mask printing only;0
ok;0
just ok;0
don?�t buy unless your student who don?�t use it regularly;0
just ok;0
very nice;1
edges are very sharp hearting while working on laptop;0
good but battery problem;0
worst quality only durable for 2hr;-1
it was not upto the mark so please think before purchase;-1
average;0
poor quality;-1
awsome dslr camera;0
nice;1
nice hot bag for this budget;1
average;0
looks ok but no stuffing the toy was just a teddy cloth which was not fluffy at all;-1
ok;0
product is very good;1
theres nothing that can beat this at this price range absolutely amazing;1
not up to expectations;-1
its good and very comfortable;1
price was very high actually product was not good;-1
very small in size otherwise okk;0
the best product i brought form fk till date excellent service and delivery comes only one day after the order date nice look and fill also quite good support from ifb itself a must buy for all;1
value of money;1
so bad;-1
taking long time to heat;0
rice not grind fully partially spatter on side and top;1
i love it;1
nice but the logo seems different light waight and like normal bottle just its made of steel;0
poor item;-1
cloth is good color is ok ok;1
its ok;0
average quality product;0
very bad;-1
quality not good not satisfied;-1
very good sturdy cycle did 10km cyclothon was a comfortable ride;0
sensory button panel is totally damagedvery dissapointed;0
nice product its save more water for 10 litres purification its just wasted 4 litters water;1
nice watch;1
very bad dioper;-1
very good;1
ok;0
best products;1
got front tyre tube defected nearby valve has to replace tyre tube from my pocket seat tightening screw is of no use no matter how much to tight it seat will slide down as soon as you sit on it only one l key is being provided you have to purchase two different size l key tool in l shape;-1
waste;-1
fit and finish is not good;0
average product;0
very first charging a50;0
okk;0
fitting;0
not fluffy enough and shorter than given hight;-1
worst product baby got irritate;-1
just average;0
not good waste of money;-1
very poor quality cheater brand;-1
very bed qulity;-1
not gud;-1
exactly what i wanted good quality;1
excellent product nice quality and look but only thing that gives it 4 star is the delivery time it took 7 days for dilevry while it should be 4;0
its ok;0
very bad product dont waste your money;-1
not bad;0
avrage;0
nonsticky light weight must buy;0
quality is very poor;-1
90 germinationvery very good qualitygo for itthank you flipkart;1
good affordable product;1
not good quality becouse 23 hr are change otherwise baby bum rashed;-1
not so good;-1
super but oil not heating;0
in this price best machine comparison to all company i like it so much thank u flipkart thank you so much;1
product is good but im dissatisfied with length;0
kamalhossin;0
average;0
nice product go for it;1
very nice rice cooker keep it up flipkart;1
nice qual1;1
stchies is bad;0
9 pach peyse;0
very bad product dont buy;-1
average;0
 worst ever its paper like outer line leakes all over waste of money;-1
waste;-1
good purifier with large capacitysaves a lot of water customer service is good;1
not good quality;-1
leakage issue poor quality waste of money;-1
page quality is not so good but it is so helpful in banking preparation;0
jest ok;0
great product;1
nice product worth each penny looks good and works great;1
excellent ;1
excellent product;1
great;1
its ok ok;0
quality not good;-1
i bought this one few months before still it is working fine and we are using rarely also it consumes more power i suggest think before buy it;0
awesome inc thanks flipkart;1
using for last 6 months its good;1
nice;1
good;1
simply awesome good purification of water from pureit budget rate worthy;1
finishing is not so good;-1
not good quality and so bad quality;-1
good;1
bad quality;-1
good;1
average;0
color is different than that of image but product is awesome no leakage good in winters and also during period time;1
good product during sale price;1
this is very poor quality diaper pant dont spend money buying it;-1
veery veery bad quality product;-1
product is good 4 star to the product but installation got cancelled twice and took lot of effort to get the job done;0
quality of paint is good;1
torn in a week;-1
plz dont buy guys its very bad diaper;-1
sandal look is good but the inner soul is very bad ;-1
ok;0
very nice;1
not a good productgear shifting is very bad and noisygears are jumping to 5th from 3rd;-1
holding capacity is not gud diaper leaks only for 2 to max 3 hrs;-1
average cover;0
excellent;1
awesome product;1
disc brake is fail and hard padal;0
best thermos;1
very bad quality i suggest to everyone dont purchase this diaper pants it is leaked with in 2 or 3 hours this is my personal experience shared with you;-1
this is very beat product for children;0
awesome product;1
its good but need sm light then it was awesome;0
not upto the mark;0
very poor product in same price nine is the best within 3hr its gona leakages;-1
it is capacity 650ml ;0
livpure pep pro is an amazing water purifier fast delivery and great reaponse from service center;1
good but average quality;1
the quality is really bad no alovera and all and not at all comfortable cheep product;-1
first one i have replaced but now from lask week ok;1
product is okay;1
very useful and good product;1
average build qualityaccerrories arent user friendlypower wastage in the form of heat noice;0
at this price except more good quality;-1
the delivery boy is very good also product is good for now lets see what will happen after somedays;1
ok;0
value of money ;1
just ok not good;-1
nice geyser;1
very good;1
very usefull;0
att to all right colour;0
very cheap material usedwithout lamps;0
very poor quality;-1
nice cooler ok for now plastic quality not good cleaning not easy sound also higher side;0
leakage problem every day night;-1
quality was not good this time;-1
just ok;0
my baby got rashes;-1
talking is not good and quality also colour is fadelook like a low quality itemnot worth for this money range;-1
very nice ok;0
a better product in budget;1
i gifted it to my special person and its really amazing he really loved it delivery was fast and packing smell all things are just perfect thank you so much ;1
products is not good size is too small;-1
water pump and swing is not working properly;0
awesome productsame as shown for bapithank you flipkart;1
good ;0
very nice product i just loved it;1
low quality daiper;-1
ya its ok;0
leakage;-1
good quality bat ok;1
awesome product;1
just ok;0
expected a hard material which would cover forearm but received a short and soft material;-1
excellent offer and very quick delivery;1
kindly remove cheap quality from flipkart mainly kids related products kids cant tell their problems very poor quality;-1
nice;1
naic;1
it is not suitable for born babys and leekage problem also there;-1
good;1
too small;0
worst absorption sometimes i noticed leakage also dont buy this product;-1
good one;1
item is very very very bad;-1
supperb;1
very bad product its leak every time after 1 hour;-1
awesome;1
nicesame as shown in picture but size is little smaller;0
just ok;0
product are good fast delievered i realize that sonata watches are good my friends aspirations on the watch;1
very good product ;1
very very bad productuseless;-1
bass is good but treble is notthere;0
its not in working condition;0
waste daiper dont buy it is harmful tight elastic rough;-1
superb product love it;1
nyc product easily heat upperfect;1
it is good but colour is slightly faded and size is small as compared to other;0
nice product;1
the quality is worse;-1
just one word mind blowing;1
excellent pro active service;1
not aspect;-1
stick makes sound;0
supper;0
good for medium sized room;1
worst product ever used;-1
awesome productthnx to flipkart;1
poor product;-1
average;0
saiz very bad;-1
design good inside but some rust is there;0
good seller and fast delivery;1
ok;0
very bad quality;-1
it is the best productseeds germinateyou can trust on this product;1
okay;0
best one at this price range good support;1
very ordinary product;0
qaulity poor;-1
very bad quality after 23 hours of usage jel come out not recommended;-1
not that much gud product;-1
its good fitted well;1
it gets too much scratches on the mobile;0
very good geysers but bajaj didnt provide free installation and i think thats not fair at this price range;1
very bad quality product not good ;-1
please dont go for this not at all good;-1
not good;-1
its ok not excellent i think hindware cooler best;0
good;1
after use remove battery from remote it consumes whole battery in 6 hrsonly sound output is good remote is not goodand it recovers your discounted price;0
not that goodok ok;0
not that great;-1
itzzz moreover nicebut a little bit big for mee but thats not a problemoverall itzz material quality is nice i love it;1
third class product its leaking in 3 to 4 hours worst of money;-1
small table but sufficient for one laptop;0
very soft;0
bad experience for meproduct manufacturing date was november 22but it doesnt soak perfectly only soaking on front side it doesnt cover whole night also have leakage problem i bought it on offer andunhappy after buying this i bought this product after viewing rating and review felling hopeless;-1
very very low colity;-1
very beautiful;1
good product nice all accesories;1
superb but otg also over heating;0
worst quality baby wear that diaper urine leaked out within 4 hours;-1
this is good product;1
quality less;-1
these are worstdo not buy leakage for less than 2 hours i have baught more unnecessarilyand i want to return but not possible waste of money;-1
